"Date","ADM0NAME","GlobalIndex","Masks","School","Workplace","Gatherings","StayHome","PublicTransport","Travels"
2020-07-20,"Maldives",38.33333,100,55,33.33333,80,0,0,0
2020-07-21,"Maldives",38.33333,100,55,33.33333,80,0,0,0
2020-07-22,"Maldives",38.33333,100,55,33.33333,80,0,0,0
2020-07-23,"Maldives",38.33333,100,55,33.33333,80,0,0,0
2020-07-24,"Maldives",38.33333,100,55,33.33333,80,0,0,0
2020-07-25,"Maldives",38.33333,100,55,33.33333,80,0,0,0
2020-07-26,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-07-27,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-07-28,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-07-29,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-07-30,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-07-31,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-08-01,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-08-02,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-08-03,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-08-04,"Maldives",43.09524,100,55,66.66667,80,0,0,0
2020-08-05,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-06,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-07,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-08,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-09,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-10,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-11,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-12,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-13,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-14,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-15,"Maldives",46.66667,100,80,66.66667,80,0,0,0
2020-08-16,"Maldives",43.80952,100,80,46.66667,80,0,0,0
2020-08-17,"Maldives",43.80952,100,80,46.66667,80,0,0,0
2020-08-18,"Maldives",43.80952,100,80,46.66667,80,0,0,0
2020-08-19,"Maldives",43.80952,100,80,46.66667,80,0,0,0
2020-08-20,"Maldives",46.66667,100,80,46.66667,80,20,0,0
2020-08-21,"Maldives",46.66667,100,80,46.66667,80,20,0,0
2020-08-22,"Maldives",46.66667,100,80,46.66667,80,20,0,0
2020-08-23,"Maldives",46.66667,100,80,46.66667,80,20,0,0
2020-08-24,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-08-25,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-08-26,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-08-27,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-08-28,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-08-29,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-08-30,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-08-31,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-01,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-02,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-03,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-04,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-05,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-06,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-07,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-08,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-09,"Maldives",48.57143,100,80,46.66667,80,20,13.33333,0
2020-09-10,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-11,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-12,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-13,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-14,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-15,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-16,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-17,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-18,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-19,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-20,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-21,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-22,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-23,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-24,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-25,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-26,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-27,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-28,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-29,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-09-30,"Maldives",52.14286,100,80,46.66667,80,20,13.33333,25
2020-10-01,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-02,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-03,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-04,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-05,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-06,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-07,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-08,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-09,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-10,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-11,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-12,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-13,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-14,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-15,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-16,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-17,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-18,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-19,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-20,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-21,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-22,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-23,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-24,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-25,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-26,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-27,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-28,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-29,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-30,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-10-31,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-01,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-02,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-03,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-04,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-05,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-06,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-07,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-08,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-09,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-10,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-11,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-12,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-13,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-14,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-15,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-16,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-17,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-18,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-19,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-20,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-21,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-22,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-23,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-24,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-25,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-26,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-27,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-28,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-29,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-11-30,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-12-01,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-12-02,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-12-03,"Maldives",48.57143,100,55,46.66667,80,20,13.33333,25
2020-12-04,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-05,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-06,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-07,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-08,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-09,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-10,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-11,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-12,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-13,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-14,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-15,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-16,"Maldives",52.14286,100,55,46.66667,80,20,13.33333,50
2020-12-17,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-18,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-19,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-20,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-21,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-22,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-23,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-24,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-25,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-26,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-27,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-28,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-29,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-30,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2020-12-31,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-01,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-02,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-03,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-04,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-05,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-06,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-07,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-08,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-09,"Maldives",47.38095,100,55,33.33333,80,0,13.33333,50
2021-01-10,"Maldives",43.80952,100,30,33.33333,80,0,13.33333,50
2021-01-11,"Maldives",46.66667,100,30,33.33333,80,20,13.33333,50
2021-01-12,"Maldives",46.66667,100,30,33.33333,80,20,13.33333,50
2021-01-13,"Maldives",46.66667,100,30,33.33333,80,20,13.33333,50
2021-01-14,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-15,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-16,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-17,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-18,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-19,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-20,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-21,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-22,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-23,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-24,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-25,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-26,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-27,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-28,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-29,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-30,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-01-31,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-02-01,"Maldives",45.95238,100,25,33.33333,80,20,13.33333,50
2021-02-02,"Maldives",47.85714,100,25,46.66667,80,20,13.33333,50
2021-02-03,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-04,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-05,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-06,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-07,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-08,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-09,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-10,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-11,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-12,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-13,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-14,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-15,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-16,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-17,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-18,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-19,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-20,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-21,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-22,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2021-02-23,"Maldives",55.71429,100,80,46.66667,80,20,13.33333,50
2020-01-15,"Myanmar",0,0,0,0,0,0,0,0
2020-01-16,"Myanmar",0,0,0,0,0,0,0,0
2020-01-17,"Myanmar",0,0,0,0,0,0,0,0
2020-01-18,"Myanmar",0,0,0,0,0,0,0,0
2020-01-19,"Myanmar",0,0,0,0,0,0,0,0
2020-01-20,"Myanmar",0,0,0,0,0,0,0,0
2020-01-21,"Myanmar",0,0,0,0,0,0,0,0
2020-01-22,"Myanmar",0,0,0,0,0,0,0,0
2020-01-23,"Myanmar",0,0,0,0,0,0,0,0
2020-01-24,"Myanmar",0,0,0,0,0,0,0,0
2020-01-25,"Myanmar",0,0,0,0,0,0,0,0
2020-01-26,"Myanmar",0,0,0,0,0,0,0,0
2020-01-27,"Myanmar",0,0,0,0,0,0,0,0
2020-01-28,"Myanmar",0,0,0,0,0,0,0,0
2020-01-29,"Myanmar",0,0,0,0,0,0,0,0
2020-01-30,"Myanmar",0,0,0,0,0,0,0,0
2020-01-31,"Myanmar",0,0,0,0,0,0,0,0
2020-02-01,"Myanmar",0,0,0,0,0,0,0,0
2020-02-02,"Myanmar",0,0,0,0,0,0,0,0
2020-02-03,"Myanmar",0,0,0,0,0,0,0,0
2020-02-04,"Myanmar",0,0,0,0,0,0,0,0
2020-02-05,"Myanmar",0,0,0,0,0,0,0,0
2020-02-06,"Myanmar",0,0,0,0,0,0,0,0
2020-02-07,"Myanmar",0,0,0,0,0,0,0,0
2020-02-08,"Myanmar",0,0,0,0,0,0,0,0
2020-02-09,"Myanmar",0,0,0,0,0,0,0,0
2020-02-10,"Myanmar",0,0,0,0,0,0,0,0
2020-02-11,"Myanmar",0,0,0,0,0,0,0,0
2020-02-12,"Myanmar",0,0,0,0,0,0,0,0
2020-02-13,"Myanmar",0,0,0,0,0,0,0,0
2020-02-14,"Myanmar",0,0,0,0,0,0,0,0
2020-02-15,"Myanmar",0,0,0,0,0,0,0,0
2020-02-16,"Myanmar",0,0,0,0,0,0,0,0
2020-02-17,"Myanmar",0,0,0,0,0,0,0,0
2020-02-18,"Myanmar",0,0,0,0,0,0,0,0
2020-02-19,"Myanmar",0,0,0,0,0,0,0,0
2020-02-20,"Myanmar",0,0,0,0,0,0,0,0
2020-02-21,"Myanmar",0,0,0,0,0,0,0,0
2020-02-22,"Myanmar",0,0,0,0,0,0,0,0
2020-02-23,"Myanmar",0,0,0,0,0,0,0,0
2020-02-24,"Myanmar",0,0,0,0,0,0,0,0
2020-02-25,"Myanmar",0,0,0,0,0,0,0,0
2020-02-26,"Myanmar",0,0,0,0,0,0,0,0
2020-02-27,"Myanmar",0,0,0,0,0,0,0,0
2020-02-28,"Myanmar",0,0,0,0,0,0,0,0
2020-02-29,"Myanmar",0,0,0,0,0,0,0,0
2020-03-01,"Myanmar",0,0,0,0,0,0,0,0
2020-03-02,"Myanmar",0,0,0,0,0,0,0,0
2020-03-03,"Myanmar",0,0,0,0,0,0,0,0
2020-03-04,"Myanmar",0,0,0,0,0,0,0,0
2020-03-05,"Myanmar",0,0,0,0,0,0,0,0
2020-03-06,"Myanmar",0,0,0,0,0,0,0,0
2020-03-07,"Myanmar",0,0,0,0,0,0,0,0
2020-03-08,"Myanmar",0,0,0,0,0,0,0,0
2020-03-09,"Myanmar",0,0,0,0,0,0,0,0
2020-03-10,"Myanmar",0,0,0,0,0,0,0,0
2020-03-11,"Myanmar",0,0,0,0,0,0,0,0
2020-03-12,"Myanmar",0,0,0,0,0,0,0,0
2020-03-13,"Myanmar",0,0,0,0,0,0,0,0
2020-03-14,"Myanmar",0,0,0,0,0,0,0,0
2020-03-15,"Myanmar",19.64286,0,100,0,0,0,0,37.5
2020-03-16,"Myanmar",19.64286,0,100,0,0,0,0,37.5
2020-03-17,"Myanmar",19.64286,0,100,0,0,0,0,37.5
2020-03-18,"Myanmar",19.64286,0,100,0,0,0,0,37.5
2020-03-19,"Myanmar",19.64286,0,100,0,0,0,0,37.5
2020-03-20,"Myanmar",36.78571,0,100,0,100,20,0,37.5
2020-03-21,"Myanmar",36.78571,0,100,0,100,20,0,37.5
2020-03-22,"Myanmar",36.78571,0,100,0,100,20,0,37.5
2020-03-23,"Myanmar",36.78571,0,100,0,100,20,0,37.5
2020-03-24,"Myanmar",36.78571,0,100,0,100,20,0,37.5
2020-03-25,"Myanmar",42.14286,0,100,0,100,20,0,75
2020-03-26,"Myanmar",42.14286,0,100,0,100,20,0,75
2020-03-27,"Myanmar",42.14286,0,100,0,100,20,0,75
2020-03-28,"Myanmar",42.14286,0,100,0,100,20,0,75
2020-03-29,"Myanmar",42.14286,0,100,0,100,20,0,75
2020-03-30,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-03-31,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-04-01,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-04-02,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-04-03,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-04-04,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-04-05,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-04-06,"Myanmar",45.71429,0,100,0,100,20,0,100
2020-04-07,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-08,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-09,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-10,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-11,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-12,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-13,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-14,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-15,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-16,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-17,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-18,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-19,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-20,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-21,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-22,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-23,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-24,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-25,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-26,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-27,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-28,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-29,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-04-30,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-05-01,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-05-02,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-05-03,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-05-04,"Myanmar",84.7619,33.33333,100,100,100,60,100,100
2020-05-05,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-06,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-07,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-08,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-09,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-10,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-11,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-12,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-13,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-14,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-15,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-16,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-17,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-18,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-19,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-20,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-21,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-22,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-23,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-24,"Myanmar",91.42857,100,100,100,100,40,100,100
2020-05-25,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-05-26,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-05-27,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-05-28,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-05-29,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-05-30,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-05-31,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-01,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-02,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-03,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-04,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-05,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-06,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-07,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-08,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-09,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-10,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-11,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-12,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-13,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-14,"Myanmar",86.66667,100,100,100,100,40,66.66667,100
2020-06-15,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-16,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-17,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-18,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-19,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-20,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-21,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-22,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-23,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-24,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-25,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-26,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-27,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-28,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-29,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-06-30,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-07-01,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
2020-07-02,"Myanmar",78.33333,100,75,66.66667,100,40,66.66667,100
